image_url,local_image_path,description
https://cdn.create.vista.com/api/media/small/199932802/stock-photo-bottom-view-multiracial-young-friends-holding-hands-together-blue-sky,/teamspace/studios/this_studio/friends_images/Bottom view of multiracial young friends holding hands together with blue sky on backdrop.jpg,Bottom view of multiracial young friends holding hands together with blue sky on backdrop
https://cdn.create.vista.com/api/media/small/50208623/stock-photo-young-beautiful-women-at-the-weekly-cloth-market-best-friends-sharing-free-time-having-fun,/teamspace/studios/this_studio/friends_images/Young beautiful women at the weekly cloth market - Best friends sharing free time having fun and shopping in the old town in a sunny day - Girlfriends enjoying everyday life moments.jpg,Young beautiful women at the weekly cloth market - Best friends sharing free time having fun and shopping in the old town in a sunny day - Girlfriends enjoying everyday life moments
https://cdn.create.vista.com/api/media/small/576589312/stock-photo-stylish-woman-sunglasses-multiethnic-friends-ramp-skate-park,/teamspace/studios/this_studio/friends_images/Stylish woman in sunglasses near multiethnic friends on ramp in skate park.jpg,Stylish woman in sunglasses near multiethnic friends on ramp in skate park
https://cdn.create.vista.com/api/media/small/2046873/stock-photo-friends-united,"/teamspace/studios/this_studio/friends_images/Group of friends joining hands. Unity, teamwork concept.jpg","Group of friends joining hands. Unity, teamwork concept"
https://cdn.create.vista.com/api/media/small/330601600/stock-photo-panoramic-shot-smiling-multicultural-friends-hugging-holding-wine-glasses-dinner,/teamspace/studios/this_studio/friends_images/Panoramic shot of smiling multicultural friends hugging and holding wine glasses during dinner.jpg,Panoramic shot of smiling multicultural friends hugging and holding wine glasses during dinner
https://cdn.create.vista.com/api/media/small/637535286/stock-photo-close-portrait-group-young-people-faces-smiling-having-fun-together,"/teamspace/studios/this_studio/friends_images/Close up portrait of a group of young people faces, smiling and having fun together. Multiracial happy friends with hats, coats and autumnal clothes enjoying a weekend day. Lifestyle concept. High.jpg","Close up portrait of a group of young people faces, smiling and having fun together. Multiracial happy friends with hats, coats and autumnal clothes enjoying a weekend day. Lifestyle concept. High"
https://cdn.create.vista.com/api/media/small/133958714/stock-photo-cheerful-friends-with-soccer-ball,/teamspace/studios/this_studio/friends_images/Cheerful young friends with soccer ball and raised hands looking at camera isolated on white.jpg,Cheerful young friends with soccer ball and raised hands looking at camera isolated on white
https://cdn.create.vista.com/api/media/small/640403772/stock-photo-two-women-doing-yoga-exercise-sitting-floor-home,/teamspace/studios/this_studio/friends_images/Two women doing yoga exercise sitting on floor at home.jpg,Two women doing yoga exercise sitting on floor at home
https://cdn.create.vista.com/api/media/small/162340268/stock-photo-multicultural-friends-hitchhiking-together,/teamspace/studios/this_studio/friends_images/Selective focus of multicultural friends holding empty cardboard while hitchhiking together.jpg,Selective focus of multicultural friends holding empty cardboard while hitchhiking together
https://cdn.create.vista.com/api/media/small/633470622/stock-photo-ladies-different-dressing-styling-going-shopping-mall-wearing-shopping-bags,/teamspace/studios/this_studio/friends_images/Ladies with different dressing styling going into a shopping mall wearing shopping bags in their hands.jpg,Ladies with different dressing styling going into a shopping mall wearing shopping bags in their hands
https://cdn.create.vista.com/api/media/small/409667014/stock-photo-selective-focus-multicultural-friends-chatting-smartphones-beer-popcorn-party,/teamspace/studios/this_studio/friends_images/Selective focus of multicultural friends chatting on smartphones near beer and popcorn during party.jpg,Selective focus of multicultural friends chatting on smartphones near beer and popcorn during party
https://cdn.create.vista.com/api/media/small/17213783/stock-photo-young-people-silhouette-in-the-beach,/teamspace/studios/this_studio/friends_images/Young people silhouette in the beach at sunset.jpg,Young people silhouette in the beach at sunset
https://cdn.create.vista.com/api/media/small/129898070/stock-photo-happy-friends-with-guitar-at-picnic,/teamspace/studios/this_studio/friends_images/Happy smiling friends having fun and enjoying guitar while sitting on sandy beach at alfresco picnic.jpg,Happy smiling friends having fun and enjoying guitar while sitting on sandy beach at alfresco picnic
https://cdn.create.vista.com/api/media/small/72893515/stock-photo-hipster-girlfriends-taking-a-selfie-in-urban-city-context-concept-of-friendship-and-fun-with,"/teamspace/studios/this_studio/friends_images/Hipster girlfriends taking a selfie in urban city context, Concept of friendship and fun with new trends and technology.  Best friends eternalizing the moment with modern digital camera.jpg","Hipster girlfriends taking a selfie in urban city context, Concept of friendship and fun with new trends and technology.  Best friends eternalizing the moment with modern digital camera"
https://cdn.create.vista.com/api/media/small/133958222/stock-photo-young-friends-smiling-at-camera,/teamspace/studios/this_studio/friends_images/Young friends in white t-shirts sitting together and smiling at camera  isolated on white.jpg,Young friends in white t-shirts sitting together and smiling at camera  isolated on white
https://cdn.create.vista.com/api/media/small/137634688/stock-photo-girlfriends-drinking-coffee-in-a-cafe,/teamspace/studios/this_studio/friends_images/Girlfriends drinking coffee in a cafe.jpg,Girlfriends drinking coffee in a cafe
https://cdn.create.vista.com/api/media/small/176268564/stock-photo-portrait-beautiful-twins-smartphones-isolated-white,/teamspace/studios/this_studio/friends_images/Portrait of beautiful twins with smartphones isolated on white.jpg,Portrait of beautiful twins with smartphones isolated on white
https://cdn.create.vista.com/api/media/small/358297638/stock-photo-young-couple-smiling-light-light-background,/teamspace/studios/this_studio/friends_images/Young couple smiling at the light on a light background.jpg,Young couple smiling at the light on a light background
https://cdn.create.vista.com/api/media/small/132675710/stock-photo-couple-spending-time-together,"/teamspace/studios/this_studio/friends_images/Happy couple spending time together, eating noodles, feeding each other.jpg","Happy couple spending time together, eating noodles, feeding each other"
https://cdn.create.vista.com/api/media/small/70567207/stock-photo-two-pretty-happy-female-friends-in-summer-jeanswear-street-urban-casual-style-talking-laughing-having,"/teamspace/studios/this_studio/friends_images/Two pretty happy female friends in summer jeanswear street urban casual style talking, laughing having fun on the background of brick wall.jpg","Two pretty happy female friends in summer jeanswear street urban casual style talking, laughing having fun on the background of brick wall"
https://cdn.create.vista.com/api/media/small/162335616/stock-photo-multicultural-friends-jumping-of-parapet,/teamspace/studios/this_studio/friends_images/Multicultural group of young friends jumping of parapet together.jpg,Multicultural group of young friends jumping of parapet together
https://cdn.create.vista.com/api/media/small/341823064/stock-photo-young-carefree-brunette-smiling-girls-friends-sisters-in-casual-shirts-and-jeans-isolated-on-beige,/teamspace/studios/this_studio/friends_images/Young carefree brunette smiling  girls friends sisters in casual shirts and jeans isolated on the beige background.jpg,Young carefree brunette smiling  girls friends sisters in casual shirts and jeans isolated on the beige background
https://cdn.create.vista.com/api/media/small/399394186/stock-photo-excited-multicultural-students-showing-winner-gesture-looking-camera-while-holding,/teamspace/studios/this_studio/friends_images/Excited multicultural students showing winner gesture and looking at camera while holding books on sreet.jpg,Excited multicultural students showing winner gesture and looking at camera while holding books on sreet
https://cdn.create.vista.com/api/media/small/322109074/stock-photo-portrait-of-happy-young-loving-couple,/teamspace/studios/this_studio/friends_images/Portrait Of Happy Young Loving Couple.jpg,Portrait Of Happy Young Loving Couple
https://cdn.create.vista.com/api/media/small/350506316/stock-photo-happy-multiethnic-friends-looking-camera-hugging-smiling-together-pillows-bed,"/teamspace/studios/this_studio/friends_images/Happy multiethnic friends looking at camera, hugging and smiling together with pillows on bed at bachelorette party.jpg","Happy multiethnic friends looking at camera, hugging and smiling together with pillows on bed at bachelorette party"
https://cdn.create.vista.com/api/media/small/52782573/stock-photo-group-of-happy-best-friends-taking-a-selfie-tourists-having-fun-in-the-summer-around,/teamspace/studios/this_studio/friends_images/Group of happy best friends taking a selfie - Tourists having fun in the summer around the old town - University students during a break in a sunny day.jpg,Group of happy best friends taking a selfie - Tourists having fun in the summer around the old town - University students during a break in a sunny day
https://cdn.create.vista.com/api/media/small/350509832/stock-photo-multicultural-women-talking-bachelorette-party-bed-bachelorette-party,/teamspace/studios/this_studio/friends_images/Multicultural women talking during bachelorette party on bed at bachelorette party.jpg,Multicultural women talking during bachelorette party on bed at bachelorette party
https://cdn.create.vista.com/api/media/small/148129499/stock-photo-kids-playing-pirate-adventure-on-wooden-raft,"/teamspace/studios/this_studio/friends_images/Kids dressed in pirate costumes and hats with treasure chest, spyglasses, and swords playing on wooden raft sailing in a river on hot summer day. Pirates role game for children. Water fun for family..jpg","Kids dressed in pirate costumes and hats with treasure chest, spyglasses, and swords playing on wooden raft sailing in a river on hot summer day. Pirates role game for children. Water fun for family."
https://cdn.create.vista.com/api/media/small/337308514/stock-photo-panoramic-shot-cheerful-multicultural-women-bathrobes-hugging-bachelorette-party,/teamspace/studios/this_studio/friends_images/Panoramic shot of cheerful multicultural women in bathrobes hugging on bachelorette party.jpg,Panoramic shot of cheerful multicultural women in bathrobes hugging on bachelorette party
https://cdn.create.vista.com/api/media/small/96936954/stock-photo-brunette-girlfriends-drinking-coffee,"/teamspace/studios/this_studio/friends_images/Beautiful girls, brunette girlfriends  drinking coffee on the street in glasses and smile.jpg","Beautiful girls, brunette girlfriends  drinking coffee on the street in glasses and smile"
https://cdn.create.vista.com/api/media/small/474630646/stock-photo-happy-interracial-friends-sunglasses-stylish-clothes-standing-grey-curtain-black,"/teamspace/studios/this_studio/friends_images/Happy interracial friends in sunglasses and stylish clothes standing near grey curtain on black background, banner.jpg","Happy interracial friends in sunglasses and stylish clothes standing near grey curtain on black background, banner"
https://cdn.create.vista.com/api/media/small/281962100/stock-photo-senior-men-playing-chess-in-nursing-home,/teamspace/studios/this_studio/friends_images/Senior men playing chess in nursing home.jpg,Senior men playing chess in nursing home
https://cdn.create.vista.com/api/media/small/156857666/stock-photo-middle-aged-businessmen-talking-at-break,/teamspace/studios/this_studio/friends_images/Middle aged businessmen talking during meeting at coffee break.jpg,Middle aged businessmen talking during meeting at coffee break
https://cdn.create.vista.com/api/media/small/82880638/stock-photo-girl-friends,/teamspace/studios/this_studio/friends_images/Two happy friends together outside.jpg,Two happy friends together outside
https://cdn.create.vista.com/api/media/small/463126692/stock-photo-cheerful-interracial-women-perfect-skin-smiling-camera-isolated-beige,/teamspace/studios/this_studio/friends_images/Cheerful interracial women with perfect skin smiling at camera isolated on beige.jpg,Cheerful interracial women with perfect skin smiling at camera isolated on beige
https://cdn.create.vista.com/api/media/small/28043113/stock-photo-two-friends-hugging,/teamspace/studios/this_studio/friends_images/Two friends hugging.jpg,Two friends hugging
https://cdn.create.vista.com/api/media/small/162338562/stock-photo-multiethnic-friends-taking-selfie-together,/teamspace/studios/this_studio/friends_images/Selective focus of multiethnic happy friends taking selfie together on smartphone.jpg,Selective focus of multiethnic happy friends taking selfie together on smartphone
https://cdn.create.vista.com/api/media/small/75335625/stock-photo-hipster-girlfriends-taking-a-selfie-in-urban-city-context-concept-of-friendship-and-fun-with,/teamspace/studios/this_studio/friends_images/Hipster girlfriends taking a selfie in urban city context. Concept of friendship and fun with new trends and technology. Best friends eternalizing the moment with modern smartphone.jpg,Hipster girlfriends taking a selfie in urban city context. Concept of friendship and fun with new trends and technology. Best friends eternalizing the moment with modern smartphone
https://cdn.create.vista.com/api/media/small/431382508/stock-photo-excited-man-taking-pizza-while-watching-football-championship-multicultural-friends,/teamspace/studios/this_studio/friends_images/Excited man taking pizza while watching football championship with multicultural friends on blurred foreground.jpg,Excited man taking pizza while watching football championship with multicultural friends on blurred foreground
https://cdn.create.vista.com/api/media/small/208762226/stock-photo-group-young-multi-ethnic-attractive-people-wearing-white-shirts-smiling,"/teamspace/studios/this_studio/friends_images/Group of young multi-ethnic attractive people wearing white shirts, smiling and having fun together, posing in studio..jpg","Group of young multi-ethnic attractive people wearing white shirts, smiling and having fun together, posing in studio."
https://cdn.create.vista.com/api/media/small/171469048/stock-photo-man-showing-something-on-smartphone,/teamspace/studios/this_studio/friends_images/Man showing something on a smartphone to friends while sitting in a cafe.jpg,Man showing something on a smartphone to friends while sitting in a cafe
https://cdn.create.vista.com/api/media/small/136136830/stock-photo-friends-having-fun-outdoors,/teamspace/studios/this_studio/friends_images/Close up shot of friends looking at smart phone.Happy young man pointing on a smart phone..jpg,Close up shot of friends looking at smart phone.Happy young man pointing on a smart phone.
https://cdn.create.vista.com/api/media/small/199932748/stock-photo-bottom-view-smiling-multiracial-young-friends-looking-camera-blue-sky,/teamspace/studios/this_studio/friends_images/Bottom view of smiling multiracial young friends looking at camera with blue sky on background.jpg,Bottom view of smiling multiracial young friends looking at camera with blue sky on background
https://cdn.create.vista.com/api/media/small/316064718/stock-photo-family-friends-dining-home-celebrating-christmas-eve-traditional-food-decoration,"/teamspace/studios/this_studio/friends_images/Family and friends dining at home celebrating christmas eve with traditional food and decoration, celebration of festive winter time.jpg","Family and friends dining at home celebrating christmas eve with traditional food and decoration, celebration of festive winter time"
https://cdn.create.vista.com/api/media/small/319557556/stock-photo-happy-emotional-friends-standing-together-isolated-yellow,"/teamspace/studios/this_studio/friends_images/Happy emotional friends standing together, isolated on yellow.jpg","Happy emotional friends standing together, isolated on yellow"
https://cdn.create.vista.com/api/media/small/11583463/stock-photo-crowd,/teamspace/studios/this_studio/friends_images/Photo of crowd jumping and screaming outdoor.jpg,Photo of crowd jumping and screaming outdoor
https://cdn.create.vista.com/api/media/small/337312616/stock-photo-cheerful-multicultural-girls-having-fun-glasses-champagne-pink-confetti,/teamspace/studios/this_studio/friends_images/Cheerful multicultural girls having fun with glasses of champagne on pink with confetti.jpg,Cheerful multicultural girls having fun with glasses of champagne on pink with confetti
https://cdn.create.vista.com/api/media/small/308853106/stock-photo-group-of-young-people-in-stylish-casual-clothes-on-white-background,/teamspace/studios/this_studio/friends_images/Group of young people in stylish casual clothes on white background.jpg,Group of young people in stylish casual clothes on white background
https://cdn.create.vista.com/api/media/small/297081320/stock-photo-cheerful-woman-hugging-african-american-man-multicultural-friends-pub,/teamspace/studios/this_studio/friends_images/Cheerful woman hugging african american man near multicultural friends in pub.jpg,Cheerful woman hugging african american man near multicultural friends in pub
https://cdn.create.vista.com/api/media/small/174775672/stock-photo-group-happy-young-people-cafe-talking-laughing-together,/teamspace/studios/this_studio/friends_images/Group of happy young people at cafe talking and laughing together.jpg,Group of happy young people at cafe talking and laughing together
https://cdn.create.vista.com/api/media/small/219783022/stock-photo-young-tourists-backpacks-map-traveling-together,/teamspace/studios/this_studio/friends_images/Young tourists with backpacks and map traveling together.jpg,Young tourists with backpacks and map traveling together
https://cdn.create.vista.com/api/media/small/185801100/stock-photo-beautiful-mature-women-on-seaside,/teamspace/studios/this_studio/friends_images/Portrait of two beautiful mature women on seaside.jpg,Portrait of two beautiful mature women on seaside
https://cdn.create.vista.com/api/media/small/489913510/stock-photo-african-american-man-taking-pizza-smiling-friends-beer-outdoors,/teamspace/studios/this_studio/friends_images/African american man taking pizza near smiling friends and beer outdoors.jpg,African american man taking pizza near smiling friends and beer outdoors
https://cdn.create.vista.com/api/media/small/178278968/stock-photo-young-female-friends-using-phone-and-drinking-coffee-in-cafe,"/teamspace/studios/this_studio/friends_images/Young Female Friends Using Phone And Drinking Coffee In Cafe.. Beautiful Smiling Girls Enjoying Coffee And Biscuits, Using Mobile Phone While Sitting At Table In Coffee Shop. High Resolution..jpg","Young Female Friends Using Phone And Drinking Coffee In Cafe.. Beautiful Smiling Girls Enjoying Coffee And Biscuits, Using Mobile Phone While Sitting At Table In Coffee Shop. High Resolution."
https://cdn.create.vista.com/api/media/small/232622438/stock-photo-smiling-schoolgirls-lying-lawn-looking-camera,/teamspace/studios/this_studio/friends_images/Smiling schoolgirls lying on lawn and looking at camera.jpg,Smiling schoolgirls lying on lawn and looking at camera
https://cdn.create.vista.com/api/media/small/250262018/stock-photo-best-friends-talking-having-fun-outdoors,/teamspace/studios/this_studio/friends_images/Best friends talking and having fun outdoors..jpg,Best friends talking and having fun outdoors.
https://cdn.create.vista.com/api/media/small/319558420/stock-photo-happy-laughing-friends-talking-holding-coffee-yellow,"/teamspace/studios/this_studio/friends_images/Happy laughing friends talking and holding coffee to go, on yellow.jpg","Happy laughing friends talking and holding coffee to go, on yellow"
https://cdn.create.vista.com/api/media/small/201882520/stock-photo-image-four-happy-smiling-young-friends-walking-outdoors-park-holding,/teamspace/studios/this_studio/friends_images/Image of four happy smiling young friends walking outdoors in the park holding smart phone.jpg,Image of four happy smiling young friends walking outdoors in the park holding smart phone
https://cdn.create.vista.com/api/media/small/175221924/stock-photo-bottom-view-friends-giving-high-five-cafe,/teamspace/studios/this_studio/friends_images/Bottom view of friends giving high five in cafe.jpg,Bottom view of friends giving high five in cafe
https://cdn.create.vista.com/api/media/small/47951331/stock-photo-girlfriends-make-selfie-photo,/teamspace/studios/this_studio/friends_images/Three beautiful girlfriends make Selfie photo on a bench.jpg,Three beautiful girlfriends make Selfie photo on a bench
https://cdn.create.vista.com/api/media/small/324240246/stock-photo-happy-multicultural-friends-embracing-isolated-white,/teamspace/studios/this_studio/friends_images/Happy multicultural friends embracing isolated on white.jpg,Happy multicultural friends embracing isolated on white
https://cdn.create.vista.com/api/media/small/203808626/stock-photo-friends-taking-selfie-smartphone-beach,/teamspace/studios/this_studio/friends_images/Friends taking selfie on smartphone at beach.jpg,Friends taking selfie on smartphone at beach
https://cdn.create.vista.com/api/media/small/231827646/stock-photo-cheerful-senior-multicultural-sportspeople-putting-hands-together-gym,/teamspace/studios/this_studio/friends_images/Cheerful senior multicultural sportspeople putting hands together at gym.jpg,Cheerful senior multicultural sportspeople putting hands together at gym
https://cdn.create.vista.com/api/media/small/196605984/stock-photo-friends-having-fun-together-outdoors-daytime,/teamspace/studios/this_studio/friends_images/Friends having fun together outdoors at daytime.jpg,Friends having fun together outdoors at daytime
https://cdn.create.vista.com/api/media/small/148586983/stock-photo-students-holding-books,/teamspace/studios/this_studio/friends_images/Young students holding books isolated on white with copy space.jpg,Young students holding books isolated on white with copy space
https://cdn.create.vista.com/api/media/small/173754742/stock-photo-four-friends-having-fun,/teamspace/studios/this_studio/friends_images/Group of four friends having fun together after shopping.jpg,Group of four friends having fun together after shopping
https://cdn.create.vista.com/api/media/small/135732610/stock-photo-friends-using-laptop,/teamspace/studios/this_studio/friends_images/Young happy friends using laptop and drinking tea in living room.jpg,Young happy friends using laptop and drinking tea in living room
https://cdn.create.vista.com/api/media/small/36124759/stock-photo-three-friends-woman-on-the-phone,/teamspace/studios/this_studio/friends_images/Three friends woman on the phone in the street.jpg,Three friends woman on the phone in the street
https://cdn.create.vista.com/api/media/small/154647284/stock-photo-smiling-girls-holding-blank-banner,/teamspace/studios/this_studio/friends_images/Young smiling girls holding blank banner isolated on white.jpg,Young smiling girls holding blank banner isolated on white
https://cdn.create.vista.com/api/media/small/102604914/stock-photo-young-people-in-jeans,"/teamspace/studios/this_studio/friends_images/Young people in jeans are looking at camera and smiling, on a gray background. Two men and brunette girl are holding blonde girl on hands.jpg","Young people in jeans are looking at camera and smiling, on a gray background. Two men and brunette girl are holding blonde girl on hands"
https://cdn.create.vista.com/api/media/small/181323296/stock-photo-multicultural-friends-lying-floor-library-legs-reading-books,/teamspace/studios/this_studio/friends_images/Multicultural friends lying on floor in library with legs up and reading books.jpg,Multicultural friends lying on floor in library with legs up and reading books
https://cdn.create.vista.com/api/media/small/69092535/stock-photo-two-friends-working-out,/teamspace/studios/this_studio/friends_images/Two young friends resting after long workout at gym.jpg,Two young friends resting after long workout at gym
https://cdn.create.vista.com/api/media/small/150977750/stock-photo-teenagers-giving-highfive,"/teamspace/studios/this_studio/friends_images/Teenagers having fun and giving highfive in skateboard park, hipster style concept.jpg","Teenagers having fun and giving highfive in skateboard park, hipster style concept"
https://cdn.create.vista.com/api/media/small/71397135/stock-photo-happy-multiracial-friends-relaxing-on-a-carpet-with-gadgets,/teamspace/studios/this_studio/friends_images/Happy multiracial friends relaxing on a carpet with gadgets.jpg,Happy multiracial friends relaxing on a carpet with gadgets
https://cdn.create.vista.com/api/media/small/199933390/stock-photo-overhead-view-happy-multiethnic-friends-resting-green-lawn-together,/teamspace/studios/this_studio/friends_images/Overhead view of happy multiethnic friends resting on green lawn together.jpg,Overhead view of happy multiethnic friends resting on green lawn together
https://cdn.create.vista.com/api/media/small/111463040/stock-photo-beautiful-girls-with-gadgets,"/teamspace/studios/this_studio/friends_images/Beautiful young women of different nationalities are smiling and posing, while making selfie using smartphone.jpg","Beautiful young women of different nationalities are smiling and posing, while making selfie using smartphone"
https://cdn.create.vista.com/api/media/small/237672804/stock-photo-surprised-young-couple-white-shirts-looking-camera-isolated-white,/teamspace/studios/this_studio/friends_images/Surprised young couple in white t-shirts looking at camera isolated on white.jpg,Surprised young couple in white t-shirts looking at camera isolated on white
https://cdn.create.vista.com/api/media/small/28278569/stock-photo-having-dessert,/teamspace/studios/this_studio/friends_images/Image of teenage friends chatting while spending time in cafe.jpg,Image of teenage friends chatting while spending time in cafe
https://cdn.create.vista.com/api/media/small/324247802/stock-photo-three-young-friends-using-smartphones-isolated-white,/teamspace/studios/this_studio/friends_images/Three young friends using smartphones isolated on white.jpg,Three young friends using smartphones isolated on white
https://cdn.create.vista.com/api/media/small/104927314/stock-photo-teenage-friends-with-touchpad,/teamspace/studios/this_studio/friends_images/Teenage friends with touchpad spending time in cafe.jpg,Teenage friends with touchpad spending time in cafe
https://cdn.create.vista.com/api/media/small/204525724/stock-photo-overhead-view-interracial-friends-sunglasses-resting-blanket-park,/teamspace/studios/this_studio/friends_images/Overhead view of interracial friends in sunglasses resting on blanket in park.jpg,Overhead view of interracial friends in sunglasses resting on blanket in park
https://cdn.create.vista.com/api/media/small/422800948/stock-photo-two-young-brown-haired-women-jeans-jackets-sit-wooden-steps,/teamspace/studios/this_studio/friends_images/Two young brown-haired women in jeans and jackets sit on wooden steps with cups coffee in their hands and cookies in park during walk in an autumn day. Best friends of student socialize during recess..jpg,Two young brown-haired women in jeans and jackets sit on wooden steps with cups coffee in their hands and cookies in park during walk in an autumn day. Best friends of student socialize during recess.
https://cdn.create.vista.com/api/media/small/337309690/stock-photo-excited-multicultural-girls-glasses-champagne-taking-selfie-smartphone-pajama-party,/teamspace/studios/this_studio/friends_images/Excited multicultural girls with glasses of champagne taking selfie on smartphone during pajama party.jpg,Excited multicultural girls with glasses of champagne taking selfie on smartphone during pajama party
https://cdn.create.vista.com/api/media/small/32847915/stock-photo-dog-and-cat-with-copy-space,/teamspace/studios/this_studio/friends_images/An adult large breed dog and a silver cat coming into the sides of an image with room for text.jpg,An adult large breed dog and a silver cat coming into the sides of an image with room for text
https://cdn.create.vista.com/api/media/small/308129654/stock-photo-excited-multicultural-girls-looking-digital-tablet-isolated-pink,/teamspace/studios/this_studio/friends_images/Excited multicultural girls looking at digital tablet isolated on pink.jpg,Excited multicultural girls looking at digital tablet isolated on pink
https://cdn.create.vista.com/api/media/small/262470822/stock-photo-smiling-friends-playing-sticker-notes-forehead-game-company-plays-who,"/teamspace/studios/this_studio/friends_images/Smiling friends playing sticker notes to forehead game. Company plays who I am at the table in cafe, guess the character.jpg","Smiling friends playing sticker notes to forehead game. Company plays who I am at the table in cafe, guess the character"
https://cdn.create.vista.com/api/media/small/135731030/stock-photo-men-playing-with-joysticks,/teamspace/studios/this_studio/friends_images/Young emotional men playing with joysticks on couch.jpg,Young emotional men playing with joysticks on couch
https://cdn.create.vista.com/api/media/small/200349640/stock-photo-friends-having-fun-drinking-cold-beer-beach-summer-holidays-people,"/teamspace/studios/this_studio/friends_images/Friends having fun and drinking a cold beer on the beach.Summer holidays,people,fun and vacation concept..jpg","Friends having fun and drinking a cold beer on the beach.Summer holidays,people,fun and vacation concept."
https://cdn.create.vista.com/api/media/small/156510404/stock-photo-friends-sitting-on-skateboard-with-hand-gestures,/teamspace/studios/this_studio/friends_images/Young multiethnic friends sitting on skateboard with hand gestures isolated on white.jpg,Young multiethnic friends sitting on skateboard with hand gestures isolated on white
https://cdn.create.vista.com/api/media/small/195270036/stock-photo-group-young-friends-restaurant,/teamspace/studios/this_studio/friends_images/Group Of Young Friends  In Restaurant.jpg,Group Of Young Friends  In Restaurant
https://cdn.create.vista.com/api/media/small/399400760/stock-photo-young-multicultural-friends-summer-outfit-using-digital-devices-pink,/teamspace/studios/this_studio/friends_images/Young multicultural friends in summer outfit using digital devices on pink.jpg,Young multicultural friends in summer outfit using digital devices on pink
https://cdn.create.vista.com/api/media/small/88887472/stock-photo-happy-friends-relaxing-and-having-tea,/teamspace/studios/this_studio/friends_images/Happy friends relaxing and having tea with snack in cafe.jpg,Happy friends relaxing and having tea with snack in cafe
https://cdn.create.vista.com/api/media/small/162026266/stock-photo-multicultural-teenagers-taking-selfie,/teamspace/studios/this_studio/friends_images/Multicultural happy teenagers taking selfie together on smartphone isolated on white.jpg,Multicultural happy teenagers taking selfie together on smartphone isolated on white
https://cdn.create.vista.com/api/media/small/139247334/stock-photo-friends-talking-and-drinking-beer,/teamspace/studios/this_studio/friends_images/Friends talking and drinking in beer garden.jpg,Friends talking and drinking in beer garden
https://cdn.create.vista.com/api/media/small/184716196/stock-photo-girlfriends,/teamspace/studios/this_studio/friends_images/Beautiful happy girlfriends in pajamas holding hair as moustaches and smiling at camera.jpg,Beautiful happy girlfriends in pajamas holding hair as moustaches and smiling at camera
https://cdn.create.vista.com/api/media/small/107812092/stock-photo-teenage-friends-in-cafe,/teamspace/studios/this_studio/friends_images/Teenage friends having fun by table in cafe.jpg,Teenage friends having fun by table in cafe
https://cdn.create.vista.com/api/media/small/133956550/stock-photo-smiling-friends-embracing-on-couch,/teamspace/studios/this_studio/friends_images/Smiling young friends sitting embracing on couch and looking at camera.jpg,Smiling young friends sitting embracing on couch and looking at camera
